PROGRAMA,USER_ID,ID_SIS,ACTIVE,TIME_VIEW,MAX_LAST_ACCESS,MAX_LAST_LOGIN,MAX_LOG_DATE,REGISTROS,EFFECTIVE_LAST_ACCESS,DAYS_SINCE_ACCESS
IQP,09927cd6955f4b65a7a4baa0,100034,True,827,2021-03-15 10:00:00.000 UTC,2021-03-15 10:00:00.000 UTC,,1,2021-03-15 10:00:00.000 UTC,2013.0
IQP,54626aa778924c2d95136475,100035,True,1586,2024-12-08 10:00:00.000 UTC,2024-12-08 10:00:00.000 UTC,,5,2024-12-08 10:00:00.000 UTC,649.0
IQP,689800ca1cf34e3783ff0744,100036,True,444,2023-06-06 10:00:00.000 UTC,2023-06-06 10:00:00.000 UTC,,1,2023-06-06 10:00:00.000 UTC,1200.0
IQP,3b74bba3c07e4503a4944c1e,100037,True,4909,2021-05-29 10:00:00.000 UTC,2021-05-29 10:00:00.000 UTC,2021-05-29 10:00:00.000 UTC,2,2021-05-29 10:00:00.000 UTC,1938.0
IQP,4daec1823bec470ea9112fc3,100038,True,3694,,,2026-07-26 10:00:00.000 UTC,1,2026-07-26 10:00:00.000 UTC,54.0
IQP,91b871fb194e42ef9775b8e0,100039,True,2477,,,2022-08-29 10:00:00.000 UTC,2,2022-08-29 10:00:00.000 UTC,1481.0
IQP,535450c66bb848aab3f46cd8,100040,True,485,2024-02-27 10:00:00.000 UTC,2024-02-27 10:00:00.000 UTC,2024-02-27 10:00:00.000 UTC,1,2024-02-27 10:00:00.000 UTC,934.0
IQP,0561191705794a0390513b5e,100041,True,6357,2024-07-17 10:00:00.000 UTC,2024-07-17 10:00:00.000 UTC,2024-07-17 10:00:00.000 UTC,1,2024-07-17 10:00:00.000 UTC,793.0
IQP,578269e1be154b7ba5a0e27f,100042,True,1075,,,2024-07-05 10:00:00.000 UTC,1,2024-07-05 10:00:00.000 UTC,805.0
IQP,8b42d38f093947f28962c6a1,100043,True,960,2020-09-10 10:00:00.000 UTC,2020-09-10 10:00:00.000 UTC,2020-09-10 10:00:00.000 UTC,2,2020-09-10 10:00:00.000 UTC,2199.0
IQP,753b7957b89f47c8961bb425,100044,True,656,2023-07-21 10:00:00.000 UTC,2023-07-21 10:00:00.000 UTC,2023-07-21 10:00:00.000 UTC,2,2023-07-21 10:00:00.000 UTC,1155.0
IQP,75618e6d5b63423d82ef1526,100045,True,263,2021-09-18 10:00:00.000 UTC,2021-09-18 10:00:00.000 UTC,2021-09-18 10:00:00.000 UTC,2,2021-09-18 10:00:00.000 UTC,1826.0
IQP,3440b27894ab458caef9ef31,100046,True,957,2026-05-16 10:00:00.000 UTC,2026-05-16 10:00:00.000 UTC,,2,2026-05-16 10:00:00.000 UTC,125.0
IQP,b8d0cf8a4a984caebd39f260,100047,True,2180,2026-07-02 10:00:00.000 UTC,2026-07-02 10:00:00.000 UTC,2026-07-02 10:00:00.000 UTC,2,2026-07-02 10:00:00.000 UTC,78.0
IQP,f8b381f736ce41a0bfb0964f,100048,True,6258,2023-08-04 10:00:00.000 UTC,2023-08-04 10:00:00.000 UTC,2023-08-04 10:00:00.000 UTC,3,2023-08-04 10:00:00.000 UTC,1141.0
IQP,1c036dc3faed48d3bc933c9c,100049,True,2873,2024-09-07 10:00:00.000 UTC,2024-09-07 10:00:00.000 UTC,2024-09-07 10:00:00.000 UTC,2,2024-09-07 10:00:00.000 UTC,741.0
IQP,05b4055fd26b4c6b96add1f3,100050,True,0,,,,0,,
IQP,35ac3118f97242669bc47de7,100051,True,791,2025-07-21 10:00:00.000 UTC,2025-07-21 10:00:00.000 UTC,2025-07-21 10:00:00.000 UTC,1,2025-07-21 10:00:00.000 UTC,424.0
IQP,c3e6ea8ea0c94590bec330c3,100052,True,770,,,2023-02-25 10:00:00.000 UTC,1,2023-02-25 10:00:00.000 UTC,1301.0
IQP,0aa8b08b5e1c45238253a723,100053,True,700,2026-09-08 10:00:00.000 UTC,2026-09-08 10:00:00.000 UTC,,2,2026-09-08 10:00:00.000 UTC,10.0
IQP,64669d65c9fc4bf4aef3b94d,100054,True,735,2025-03-26 10:00:00.000 UTC,2025-03-26 10:00:00.000 UTC,,2,2025-03-26 10:00:00.000 UTC,541.0
IQP,4d7d97a22eb84404b1e2af9d,100055,True,0,,,,0,,
IQP,8ad3e0330de34fde94715337,100056,True,362,2023-05-05 10:00:00.000 UTC,2023-05-05 10:00:00.000 UTC,,1,2023-05-05 10:00:00.000 UTC,1232.0
IQP,821238d692c74766b63db208,100057,True,145,2015-11-05 10:00:00.000 UTC,2015-11-05 10:00:00.000 UTC,2015-11-05 10:00:00.000 UTC,1,2015-11-05 10:00:00.000 UTC,3970.0
IQP,677d2efc287f45dabc25878a,100058,True,1823,,,,2,,
IQP,7352119056a84d3589f2aead,100059,True,0,,,2024-02-25 10:00:00.000 UTC,0,2024-02-25 10:00:00.000 UTC,936.0
IQP,58cfd51f88254f6283099aa5,100060,True,13557,2022-02-16 10:00:00.000 UTC,2022-02-16 10:00:00.000 UTC,2022-02-16 10:00:00.000 UTC,3,2022-02-16 10:00:00.000 UTC,1675.0
IQP,91842380aab24b1e851787d4,100061,True,382,2023-05-06 10:00:00.000 UTC,2023-05-06 10:00:00.000 UTC,,2,2023-05-06 10:00:00.000 UTC,1231.0
IQP,d70a5c87b3a540ef994819a1,100062,True,0,,,2024-10-04 10:00:00.000 UTC,0,2024-10-04 10:00:00.000 UTC,714.0
IQP,5dcfeca62165410fbdc1abf7,100063,True,3316,2022-10-31 10:00:00.000 UTC,2022-10-31 10:00:00.000 UTC,2022-10-31 10:00:00.000 UTC,1,2022-10-31 10:00:00.000 UTC,1418.0
IQP,a9586b47ec1c4adb9df11ecb,100064,True,0,2023-03-03 10:00:00.000 UTC,2023-03-03 10:00:00.000 UTC,2023-03-03 10:00:00.000 UTC,0,2023-03-03 10:00:00.000 UTC,1295.0
IQP,3c7862bc7a934f6faedd29cd,100065,True,0,2020-06-25 10:00:00.000 UTC,2020-06-25 10:00:00.000 UTC,,0,2020-06-25 10:00:00.000 UTC,2276.0
IQP,620eb1d64ffb4057a21fa76f,100066,True,7133,,,,1,,
IQP,8590b689700344148136a883,100067,True,1817,2025-09-26 10:00:00.000 UTC,2025-09-26 10:00:00.000 UTC,2025-09-26 10:00:00.000 UTC,1,2025-09-26 10:00:00.000 UTC,357.0
IQP,02fc245b412641589c52d04f,100068,True,5226,2026-07-13 10:00:00.000 UTC,2026-07-13 10:00:00.000 UTC,,3,2026-07-13 10:00:00.000 UTC,67.0
IQP,d01761d2ecaf498ba1ba62f9,100069,True,0,2022-10-28 10:00:00.000 UTC,2022-10-28 10:00:00.000 UTC,2022-10-28 10:00:00.000 UTC,0,2022-10-28 10:00:00.000 UTC,1421.0
IQP,f7a0792f4b524f8c83fd9a90,100070,True,7728,2021-11-12 10:00:00.000 UTC,2021-11-12 10:00:00.000 UTC,2021-11-12 10:00:00.000 UTC,3,2021-11-12 10:00:00.000 UTC,1771.0
IQP,635138dd5efe4063aa6cb93a,100071,True,664,2024-04-07 10:00:00.000 UTC,2024-04-07 10:00:00.000 UTC,2024-04-07 10:00:00.000 UTC,3,2024-04-07 10:00:00.000 UTC,894.0
IQP,d991988d420e47ff988850e8,100072,True,0,2023-08-19 10:00:00.000 UTC,2023-08-19 10:00:00.000 UTC,2023-08-19 10:00:00.000 UTC,0,2023-08-19 10:00:00.000 UTC,1126.0
IQP,37d72b85014c4318a8df63f0,100073,True,1180,2023-12-30 10:00:00.000 UTC,2023-12-30 10:00:00.000 UTC,,2,2023-12-30 10:00:00.000 UTC,993.0
IQP,a6da4f7c7c474214b51ac487,100074,True,535,2025-12-11 10:00:00.000 UTC,2025-12-11 10:00:00.000 UTC,2025-12-11 10:00:00.000 UTC,1,2025-12-11 10:00:00.000 UTC,281.0
IQP,f1997d0983bb44d39ccb7f74,100075,True,1008,2026-07-20 10:00:00.000 UTC,2026-07-20 10:00:00.000 UTC,,2,2026-07-20 10:00:00.000 UTC,60.0
IQP,b2b3c96d0de1464ba3fb8e63,100076,True,4620,,,,2,,
IQP,721de272d7a345aeadfad019,100077,True,1288,2022-05-30 10:00:00.000 UTC,2022-05-30 10:00:00.000 UTC,2022-05-30 10:00:00.000 UTC,1,2022-05-30 10:00:00.000 UTC,1572.0
IQP,8c65ede4d77f48059b018566,100078,True,2634,2021-08-08 10:00:00.000 UTC,2021-08-08 10:00:00.000 UTC,2021-08-08 10:00:00.000 UTC,1,2021-08-08 10:00:00.000 UTC,1867.0
IQP,786736dcd9194357a0c7f5dd,100079,True,430,2022-09-29 10:00:00.000 UTC,2022-09-29 10:00:00.000 UTC,2022-09-29 10:00:00.000 UTC,1,2022-09-29 10:00:00.000 UTC,1450.0
IQP,1e4dbbe1ad2b440a9366ace7,100080,True,1245,,,,2,,
IQP,acacebd405aa44769bb40810,100081,True,531,2023-07-20 10:00:00.000 UTC,2023-07-20 10:00:00.000 UTC,2023-07-20 10:00:00.000 UTC,1,2023-07-20 10:00:00.000 UTC,1156.0
IQP,107fc272ab5240309aa2ae04,100082,True,5093,2023-06-04 10:00:00.000 UTC,2023-06-04 10:00:00.000 UTC,2023-06-04 10:00:00.000 UTC,1,2023-06-04 10:00:00.000 UTC,1202.0
IQP,5a1cbf10d1b84df789874956,100083,True,8365,2025-09-18 10:00:00.000 UTC,2025-09-18 10:00:00.000 UTC,2025-09-18 10:00:00.000 UTC,1,2025-09-18 10:00:00.000 UTC,365.0
IQP,882c751b2d9c45ca8473d285,100084,True,6773,2019-08-07 10:00:00.000 UTC,2019-08-07 10:00:00.000 UTC,2019-08-07 10:00:00.000 UTC,1,2019-08-07 10:00:00.000 UTC,2599.0
IQP,b43c5511bc0a4ea4b704b559,100085,True,607,,,,1,,
IQP,64e438a73e894fbd8ee89459,100086,True,2288,,,2022-02-25 10:00:00.000 UTC,3,2022-02-25 10:00:00.000 UTC,1666.0
IQP,31afd2bcb1864a4c9f319f29,100087,True,1078,2022-07-15 10:00:00.000 UTC,2022-07-15 10:00:00.000 UTC,2022-07-15 10:00:00.000 UTC,3,2022-07-15 10:00:00.000 UTC,1526.0
IQP,ddea07d56bdb40efb5ab211c,100088,True,0,2022-11-30 10:00:00.000 UTC,2022-11-30 10:00:00.000 UTC,,0,2022-11-30 10:00:00.000 UTC,1388.0
IQP,8a13f9d962944700ad3691af,100089,True,0,2020-12-29 10:00:00.000 UTC,2020-12-29 10:00:00.000 UTC,,0,2020-12-29 10:00:00.000 UTC,2089.0
IQP,96fb77e9793e4f25a0892562,100090,True,1273,2024-04-13 10:00:00.000 UTC,2024-04-13 10:00:00.000 UTC,2024-04-13 10:00:00.000 UTC,2,2024-04-13 10:00:00.000 UTC,888.0
IQP,0b930b441deb490abc957bda,100091,True,433,2026-08-19 10:00:00.000 UTC,2026-08-19 10:00:00.000 UTC,2026-08-19 10:00:00.000 UTC,2,2026-08-19 10:00:00.000 UTC,30.0
IQP,deef568e70774126bbb56b00,100092,True,0,,,,0,,
IQP,969b1e2b40c04b17adda4003,100093,True,0,2025-08-09 10:00:00.000 UTC,2025-08-09 10:00:00.000 UTC,2025-08-09 10:00:00.000 UTC,0,2025-08-09 10:00:00.000 UTC,405.0
IQP,8e79dcf6096842ddb9537eb2,100094,True,2639,2024-12-24 10:00:00.000 UTC,2024-12-24 10:00:00.000 UTC,2024-12-24 10:00:00.000 UTC,1,2024-12-24 10:00:00.000 UTC,633.0
IQP,553eab61cc4d436f9f663d79,100095,True,660,,,2025-08-01 10:00:00.000 UTC,2,2025-08-01 10:00:00.000 UTC,413.0
IQP,0ade8fc6a6ab46b5bd6e84dd,100096,True,2423,2025-11-23 10:00:00.000 UTC,2025-11-23 10:00:00.000 UTC,,4,2025-11-23 10:00:00.000 UTC,299.0
IQP,4e95dba0a3af49548ad32bf7,100097,True,6127,,,2026-08-13 10:00:00.000 UTC,2,2026-08-13 10:00:00.000 UTC,36.0
IQP,980a2c7966bd4eb299e42ca0,100098,True,3245,,,,2,,
IQP,b74e60570fb8453caac2dc12,100099,True,493,2026-07-22 10:00:00.000 UTC,2026-07-22 10:00:00.000 UTC,2026-07-22 10:00:00.000 UTC,1,2026-07-22 10:00:00.000 UTC,58.0
IQP,d5dba2636c5a4e388801cebf,100100,True,4199,2026-07-04 10:00:00.000 UTC,2026-07-04 10:00:00.000 UTC,2026-07-04 10:00:00.000 UTC,2,2026-07-04 10:00:00.000 UTC,76.0
IQP,71455bda626b4f65b191f159,100101,True,0,2024-06-23 10:00:00.000 UTC,2024-06-23 10:00:00.000 UTC,2024-06-23 10:00:00.000 UTC,0,2024-06-23 10:00:00.000 UTC,817.0
IQP,b4f1d288c71244aa93be6fa5,100102,True,1715,2025-08-18 10:00:00.000 UTC,2025-08-18 10:00:00.000 UTC,,1,2025-08-18 10:00:00.000 UTC,396.0
IQP,fbbc9ed0aaf74f339be55e85,100103,True,1714,2023-05-23 10:00:00.000 UTC,2023-05-23 10:00:00.000 UTC,2023-05-23 10:00:00.000 UTC,1,2023-05-23 10:00:00.000 UTC,1214.0
IQP,c9e4d52aeb72401581196d91,100104,True,1524,,,2025-04-20 10:00:00.000 UTC,1,2025-04-20 10:00:00.000 UTC,516.0
IQP,a0f9b5926bf1460b9430377d,100105,True,1187,2022-11-03 10:00:00.000 UTC,2022-11-03 10:00:00.000 UTC,2022-11-03 10:00:00.000 UTC,1,2022-11-03 10:00:00.000 UTC,1415.0
IQP,4fc9fdefd0e741eb9edcc982,100106,True,8127,,,,1,,
IQP,f3035aa8902d4d69a4952401,100107,True,548,2026-01-01 10:00:00.000 UTC,2026-01-01 10:00:00.000 UTC,2026-01-01 10:00:00.000 UTC,1,2026-01-01 10:00:00.000 UTC,260.0
IQP,f0a54a2454e34c0aa89e7354,100108,True,1420,2023-03-05 10:00:00.000 UTC,2023-03-05 10:00:00.000 UTC,2023-03-05 10:00:00.000 UTC,1,2023-03-05 10:00:00.000 UTC,1293.0
IQP,60600f70d16f450e9eb0f87c,100109,True,0,2026-03-21 10:00:00.000 UTC,2026-03-21 10:00:00.000 UTC,2026-03-21 10:00:00.000 UTC,0,2026-03-21 10:00:00.000 UTC,181.0
IQP,581da4f946f541cbb6577faf,100110,True,2812,2022-06-16 10:00:00.000 UTC,2022-06-16 10:00:00.000 UTC,,2,2022-06-16 10:00:00.000 UTC,1555.0
IQP,0cb71ebb9549498e8976b79a,100111,True,685,2026-03-31 10:00:00.000 UTC,2026-03-31 10:00:00.000 UTC,2026-03-31 10:00:00.000 UTC,1,2026-03-31 10:00:00.000 UTC,171.0
IQP,ebc9bf50066d44efbfcc9f7c,100112,True,14751,,,2025-06-13 10:00:00.000 UTC,3,2025-06-13 10:00:00.000 UTC,462.0
IQP,a5427445d51c45f8a6dc749b,100113,True,1414,2021-04-09 10:00:00.000 UTC,2021-04-09 10:00:00.000 UTC,2021-04-09 10:00:00.000 UTC,2,2021-04-09 10:00:00.000 UTC,1988.0
IQP,c18c5f406e2343fcb61e07a9,100114,True,3832,,,,2,,
IQP,1656abcaffe94462aa122046,100115,True,8464,,,,1,,
IQP,f55864a8a9e5455dbb306017,100116,True,521,2026-05-26 10:00:00.000 UTC,2026-05-26 10:00:00.000 UTC,,2,2026-05-26 10:00:00.000 UTC,115.0
IQP,c54d85f78fba40f78eacfb7d,100117,True,2423,2022-07-22 10:00:00.000 UTC,2022-07-22 10:00:00.000 UTC,2022-07-22 10:00:00.000 UTC,2,2022-07-22 10:00:00.000 UTC,1519.0
IQP,912cd321cad447d2b9a472cf,100118,True,274,,,2026-06-26 10:00:00.000 UTC,1,2026-06-26 10:00:00.000 UTC,84.0
IQP,a104f31cad4d404883584b35,100119,True,3284,,,2020-04-08 10:00:00.000 UTC,1,2020-04-08 10:00:00.000 UTC,2354.0
IQP,c56a2e36fe3e42d3a71b832f,100120,True,2704,,,2023-12-23 10:00:00.000 UTC,2,2023-12-23 10:00:00.000 UTC,1000.0
IQP,fd25d104529b482aaa70aad7,100121,True,11115,2026-07-13 10:00:00.000 UTC,2026-07-13 10:00:00.000 UTC,2026-07-13 10:00:00.000 UTC,2,2026-07-13 10:00:00.000 UTC,67.0
IQP,426ff90ccb2f4dfdbbdca5b8,100122,True,0,2025-12-11 10:00:00.000 UTC,2025-12-11 10:00:00.000 UTC,2025-12-11 10:00:00.000 UTC,0,2025-12-11 10:00:00.000 UTC,281.0
IQP,aeda371b934644d4be13fc77,100123,True,4297,2025-04-22 10:00:00.000 UTC,2025-04-22 10:00:00.000 UTC,,1,2025-04-22 10:00:00.000 UTC,514.0
IQP,83ef8932ec73423580aa0c3c,100124,True,2592,,,2024-02-14 10:00:00.000 UTC,2,2024-02-14 10:00:00.000 UTC,947.0
IQP,1ae5ff64b12a43c68c504a79,100125,True,633,2021-02-06 10:00:00.000 UTC,2021-02-06 10:00:00.000 UTC,2021-02-06 10:00:00.000 UTC,1,2021-02-06 10:00:00.000 UTC,2050.0
IQP,20c4c29dff6d47a5af85876f,100126,True,5165,2021-05-04 10:00:00.000 UTC,2021-05-04 10:00:00.000 UTC,2021-05-04 10:00:00.000 UTC,1,2021-05-04 10:00:00.000 UTC,1963.0
IQP,b724a78eb6ff4019a493062d,100127,True,14196,2024-06-22 10:00:00.000 UTC,2024-06-22 10:00:00.000 UTC,,1,2024-06-22 10:00:00.000 UTC,818.0
IQP,39ba053f36d149de95e5248d,100128,True,0,,,2025-07-24 10:00:00.000 UTC,0,2025-07-24 10:00:00.000 UTC,421.0
IQP,021120120a9143e3b4b06c8f,100129,True,9154,,,2025-08-20 10:00:00.000 UTC,3,2025-08-20 10:00:00.000 UTC,394.0
IQP,e3d084c5d91c40a287549685,100130,True,0,,,,0,,
IQP,89c80d6f2d5942cda2e12c9e,100131,True,12461,2023-07-16 10:00:00.000 UTC,2023-07-16 10:00:00.000 UTC,,2,2023-07-16 10:00:00.000 UTC,1160.0
IQP,7945f11dd48940de85a80b31,100132,True,2950,2025-06-21 10:00:00.000 UTC,2025-06-21 10:00:00.000 UTC,2025-06-21 10:00:00.000 UTC,1,2025-06-21 10:00:00.000 UTC,454.0
IQP,e8bc10da25a0431381609ed1,100133,True,1809,2020-08-30 10:00:00.000 UTC,2020-08-30 10:00:00.000 UTC,2020-08-30 10:00:00.000 UTC,2,2020-08-30 10:00:00.000 UTC,2210.0
IQP,c6ab8f881c094e60a6c8da77,100134,True,141,2023-01-14 10:00:00.000 UTC,2023-01-14 10:00:00.000 UTC,2023-01-14 10:00:00.000 UTC,3,2023-01-14 10:00:00.000 UTC,1343.0
IQP,8143ef48f6354c478473750f,100135,True,0,2022-07-25 10:00:00.000 UTC,2022-07-25 10:00:00.000 UTC,2022-07-25 10:00:00.000 UTC,0,2022-07-25 10:00:00.000 UTC,1516.0
IQP,6a09a0bbc9ae4f9c83336627,100136,True,374,,,,2,,
IQP,243c9805b2814032a370b79b,100137,True,9811,2023-06-10 10:00:00.000 UTC,2023-06-10 10:00:00.000 UTC,2023-06-10 10:00:00.000 UTC,1,2023-06-10 10:00:00.000 UTC,1196.0
IQP,1e6fb677492549e3a5b502b5,100138,True,7270,2024-10-24 10:00:00.000 UTC,2024-10-24 10:00:00.000 UTC,,1,2024-10-24 10:00:00.000 UTC,694.0
IQP,b6e0b811dd9d497eb944edb2,100139,True,9047,,,2025-12-16 10:00:00.000 UTC,1,2025-12-16 10:00:00.000 UTC,276.0
IQP,4644fe7960b441f296d21584,100140,True,14381,,,2025-09-21 10:00:00.000 UTC,3,2025-09-21 10:00:00.000 UTC,362.0
IQP,5dc07732ab7e4321a0d283f6,100141,True,860,2025-04-09 10:00:00.000 UTC,2025-04-09 10:00:00.000 UTC,,1,2025-04-09 10:00:00.000 UTC,527.0
IQP,40cc99128d0f45d1b3e210f6,100142,True,554,,,,1,,
IQP,9d076922d2314f77b7755336,100143,True,3060,,,,2,,
IQP,6a580bbbc6b84616b6029234,100144,True,5934,,,2022-06-21 10:00:00.000 UTC,1,2022-06-21 10:00:00.000 UTC,1550.0
IQP,3e774e320d8f4cf9a1cea58e,100145,True,1116,2022-03-25 10:00:00.000 UTC,2022-03-25 10:00:00.000 UTC,,2,2022-03-25 10:00:00.000 UTC,1638.0
IQP,6adf9706cdc1499396288b3a,100146,True,234,2020-08-19 10:00:00.000 UTC,2020-08-19 10:00:00.000 UTC,,2,2020-08-19 10:00:00.000 UTC,2221.0
IQP,6519c7dc7fa54ada88fcf8ee,100147,True,1996,2026-08-15 10:00:00.000 UTC,2026-08-15 10:00:00.000 UTC,2026-08-15 10:00:00.000 UTC,2,2026-08-15 10:00:00.000 UTC,34.0
IQP,6a6e9567179b4f08bbd01da3,100148,True,123,,,,2,,
IQP,91863c8283b742d58b827bfd,100149,True,823,,,2023-08-24 10:00:00.000 UTC,1,2023-08-24 10:00:00.000 UTC,1121.0
IQP,6d5245939d554254aa0e8e5b,100150,True,500,2023-10-06 10:00:00.000 UTC,2023-10-06 10:00:00.000 UTC,2023-10-06 10:00:00.000 UTC,1,2023-10-06 10:00:00.000 UTC,1078.0
IQP,348d65e783374c3293f66ca8,100151,True,0,,,,0,,
IQP,5ad7211420194f1da67c352f,100152,True,3992,2023-07-19 10:00:00.000 UTC,2023-07-19 10:00:00.000 UTC,,1,2023-07-19 10:00:00.000 UTC,1157.0
IQP,08115c8a5bfd46e78c1792f3,100153,True,0,2023-10-21 10:00:00.000 UTC,2023-10-21 10:00:00.000 UTC,2023-10-21 10:00:00.000 UTC,0,2023-10-21 10:00:00.000 UTC,1063.0
IQP,af971864f15d4f7fb6715f7a,100154,True,303,2024-12-27 10:00:00.000 UTC,2024-12-27 10:00:00.000 UTC,2024-12-27 10:00:00.000 UTC,1,2024-12-27 10:00:00.000 UTC,630.0
